_id,link,company,version,created_at,updated_at,update_at,add_date,address,full_address,city,region,longitude,latitude,price,revenu,plex-revenue,plex-revenu,municipal_evaluation_building,municipal_evaluation_land,municipal_evaluation_total,municipal_taxes,school_taxes,municipal_tax,school_tax,surface,living_area,construction_year,year_built,lot_size,type,bedrooms,nb_bedroom,bathrooms,nb_bathroom,unites,residential_units,commercial_units,parking,basement,building_style,depenses,vendue,description,img_src,image,images,extraction_metadata,municipal_evaluation_year
PROP_000033,https://example.com/property/33,Centris,v2,2025-08-08 12:48:58.427996,2025-08-13 12:48:58.427996,2025-08-14 12:48:58.427996,2025-08-12 12:48:58.427996,273 Boulevard Québec,"273 Boulevard Québec, QC",Québec,Estrie,-57.69137196886918,58.132341815719826,1245559,76308.0,80484.0,,949441.4808861384,483461.37706011254,1432902.857946251,7217,3123,7244,3026,3703,3750,1991,1991,5696.114466416649,Appartement,5,5,1,0,1,1,0,2,Non,Traditionnel,22584.0,True,Belle propriété appartement à Québec avec 5 chambres et 1 salles de bain.,https://example.com/images/property_33.jpg,https://example.com/images/property_33.jpg,['https://example.com/images/property_33.jpg'],"{'source': 'Centris', 'extraction_date': '2025-08-08T12:48:58.427996', 'confidence': 0.9157719725659237}",2019
PROP_000034,https://example.com/property/34,DuProprio,v3,2025-04-16 12:48:58.428017,2025-05-14 12:48:58.428017,2025-04-30 12:48:58.428017,2025-04-14 12:48:58.428017,7883 Rue Laval,"7883 Rue Laval, QC",Laval,Outaouais,-78.65085610460697,60.22224254299868,939150,44184.0,109812.0,,903120.6004692157,362300.955474676,1265421.5559438914,2560,3137,2154,3012,3227,3229,1991,1990,6467.396206613712,Duplex,1,1,3,2,8,8,0,4,Partiel,Victorian,,True,Belle propriété duplex à Laval avec 1 chambres et 3 salles de bain.,https://example.com/images/property_34.jpg,https://example.com/images/property_34.jpg,['https://example.com/images/property_34.jpg'],"{'source': 'DuProprio', 'extraction_date': '2025-04-16T12:48:58.428017', 'confidence': 0.8755344051327927}",2020
PROP_000035,https://example.com/property/35,Centris,v2,2025-03-02 12:48:58.428037,2025-03-30 12:48:58.428037,2025-03-10 12:48:58.428037,2025-03-07 12:48:58.428037,2048 Rue Québec,"2048 Rue Québec, QC",Québec,Outaouais,132.95904866618076,22.73239093190064,1113038,74424.0,,,1268783.571165745,265947.6686614521,1534731.2398271968,6126,1171,6215,1326,2185,2179,1982,1984,3852.554488141161,Duplex,4,3,3,2,4,4,0,0,Partiel,Traditionnel,7596.0,True,Belle propriété duplex à Québec avec 4 chambres et 3 salles de bain.,https://example.com/images/property_35.jpg,https://example.com/images/property_35.jpg,['https://example.com/images/property_35.jpg'],"{'source': 'Centris', 'extraction_date': '2025-03-02T12:48:58.428037', 'confidence': 0.878295413342612}",2019
PROP_000036,https://example.com/property/36,DuProprio,v1,2025-07-29 12:48:58.428059,2025-08-20 12:48:58.428059,2025-08-09 12:48:58.428059,2025-08-01 12:48:58.428059,6295 Rue Laval,"6295 Rue Laval, QC",Laval,Capitale-Nationale,-74.63401407719806,49.13080242834572,553159,94284.0,,45900.0,623220.6360124697,267455.2773953225,890675.9134077921,2412,2657,2104,2583,4766,4848,1964,1965,14046.147153400045,Appartement,4,5,2,2,1,1,0,0,Non,Contemporain,,True,Belle propriété appartement à Laval avec 4 chambres et 2 salles de bain.,https://example.com/images/property_36.jpg,https://example.com/images/property_36.jpg,['https://example.com/images/property_36.jpg'],"{'source': 'DuProprio', 'extraction_date': '2025-07-29T12:48:58.428059', 'confidence': 0.8088160191545616}",2019
PROP_000037,https://example.com/property/37,DuProprio,v1,2025-04-12 12:48:58.428081,2025-04-20 12:48:58.428081,2025-04-28 12:48:58.428081,2025-04-15 12:48:58.428081,6646 Boulevard Longueuil,"6646 Boulevard Longueuil, QC",Longueuil,Montérégie,-74.55658190457487,51.15477671336025,980044,92292.0,,43212.0,1062970.3993394834,303447.2494594255,1366417.6487989088,4121,2236,4292,2148,4095,4229,2015,2013,11912.491618595826,Duplex,5,4,4,3,3,3,2,0,Oui,Traditionnel,8328.0,True,Belle propriété duplex à Longueuil avec 5 chambres et 4 salles de bain.,https://example.com/images/property_37.jpg,https://example.com/images/property_37.jpg,['https://example.com/images/property_37.jpg'],"{'source': 'DuProprio', 'extraction_date': '2025-04-12T12:48:58.428081', 'confidence': 0.9371623034005925}",2021
PROP_000038,https://example.com/property/38,RE/MAX,v3,2024-09-10 12:48:58.428110,2024-10-04 12:48:58.428110,2024-09-16 12:48:58.428110,2024-09-09 12:48:58.428110,4094 Boulevard Longueuil,"4094 Boulevard Longueuil, QC",Longueuil,Capitale-Nationale,-77.43814367021685,56.785405058357824,1903551,23076.0,30108.0,,1972884.7456867455,517972.24265361595,2490856.9883403615,3583,2653,3247,2536,3493,3624,2017,2017,5891.706511508684,Maison unifamiliale,3,2,4,4,1,1,0,1,Oui,Victorian,25584.0,True,Belle propriété maison unifamiliale à Longueuil avec 3 chambres et 4 salles de bain.,https://example.com/images/property_38.jpg,https://example.com/images/property_38.jpg,['https://example.com/images/property_38.jpg'],"{'source': 'RE/MAX', 'extraction_date': '2024-09-10T12:48:58.428110', 'confidence': 0.9963247877440504}",2019
PROP_000039,https://example.com/property/39,DuProprio,v2,2025-01-22 12:48:58.428131,2025-01-23 12:48:58.428131,2025-01-31 12:48:58.428131,2025-01-21 12:48:58.428131,4138 Boulevard Longueuil,"4138 Boulevard Longueuil, QC",Longueuil,Laval,-61.14564310052154,48.41758418779827,1378839,74304.0,,24564.0,1605223.4243940825,450118.7357328175,2055342.1601269,7291,2340,7119,2335,1295,1351,1955,1955,2836.401527604946,Triplex,4,5,3,4,2,2,0,0,Oui,Traditionnel,,True,Belle propriété triplex à Longueuil avec 4 chambres et 3 salles de bain.,https://example.com/images/property_39.jpg,https://example.com/images/property_39.jpg,['https://example.com/images/property_39.jpg'],"{'source': 'DuProprio', 'extraction_date': '2025-01-22T12:48:58.428131', 'confidence': 0.9421541616110808}",2020
PROP_000040,https://example.com/property/40,Royal LePage,v2,2025-07-14 12:48:58.428151,2025-08-02 12:48:58.428151,2025-08-11 12:48:58.428151,2025-07-11 12:48:58.428151,8031 Boulevard Montréal,"8031 Boulevard Montréal, QC",Montréal,Laval,-73.15525705078389,47.38850119411384,1089064,37884.0,44784.0,41844.0,1010036.7170108372,227313.31699556875,1237350.034006406,4276,2521,4059,2510,2964,2923,1965,1963,7549.100692613022,Maison unifamiliale,3,3,4,3,1,1,2,1,Oui,Traditionnel,,False,Belle propriété maison unifamiliale à Montréal avec 3 chambres et 4 salles de bain.,https://example.com/images/property_40.jpg,https://example.com/images/property_40.jpg,['https://example.com/images/property_40.jpg'],"{'source': 'Royal LePage', 'extraction_date': '2025-07-14T12:48:58.428151', 'confidence': 0.8931607215850788}",2024
PROP_000041,https://example.com/property/41,DuProprio,v1,2025-02-10 12:48:58.428173,2025-03-06 12:48:58.428173,2025-03-04 12:48:58.428173,2025-02-14 12:48:58.428173,7600 Avenue Longueuil,"7600 Avenue Longueuil, QC",Longueuil,Montérégie,-63.81112685226285,48.569802622190416,504599,29976.0,51072.0,,370764.8613593061,188978.20949535715,559743.0708546633,3110,2193,3093,2184,1634,1572,2021,2021,2845.459016702098,Condo,4,5,4,3,1,1,0,3,Non,Moderne,,True,Belle propriété condo à Longueuil avec 4 chambres et 4 salles de bain.,https://example.com/images/property_41.jpg,https://example.com/images/property_41.jpg,['https://example.com/images/property_41.jpg'],"{'source': 'DuProprio', 'extraction_date': '2025-02-10T12:48:58.428173', 'confidence': 0.831290729792989}",2023
PROP_000042,https://example.com/property/42,DuProprio,v2,2024-09-03 12:48:58.428193,2024-09-25 12:48:58.428193,2024-10-01 12:48:58.428193,2024-09-03 12:48:58.428193,2803 Boulevard Longueuil,"2803 Boulevard Longueuil, QC",Longueuil,Outaouais,136.84243488631893,3.235797977033542,1592896,71328.0,87516.0,38232.0,1557720.755791625,712039.6491844003,2269760.404976025,7712,1928,7604,2004,1704,1671,1975,1977,4743.786270626332,Maison unifamiliale,6,7,1,0,1,1,0,2,Partiel,Contemporain,,False,Belle propriété maison unifamiliale à Longueuil avec 6 chambres et 1 salles de bain.,https://example.com/images/property_42.jpg,https://example.com/images/property_42.jpg,['https://example.com/images/property_42.jpg'],"{'source': 'DuProprio', 'extraction_date': '2024-09-03T12:48:58.428193', 'confidence': 0.8373967579483381}",2024
PROP_000043,https://example.com/property/43,RE/MAX,v3,2024-09-13 12:48:58.428213,2024-10-10 12:48:58.428213,2024-10-13 12:48:58.428213,2024-09-08 12:48:58.428213,2076 Boulevard Longueuil,"2076 Boulevard Longueuil, QC",Longueuil,Outaouais,-74.44545310783543,54.47649518207505,539781,40380.0,,53580.0,745067.8027763776,189178.94878219455,934246.7515585724,7085,2936,7418,3033,3686,3542,2020,2018,10353.296215787948,Duplex,3,4,2,3,6,6,0,1,Oui,Moderne,28680.0,False,Belle propriété duplex à Longueuil avec 3 chambres et 2 salles de bain.,https://example.com/images/property_43.jpg,https://example.com/images/property_43.jpg,['https://example.com/images/property_43.jpg'],"{'source': 'RE/MAX', 'extraction_date': '2024-09-13T12:48:58.428213', 'confidence': 0.8230062689066061}",2020
PROP_000044,https://example.com/property/44,Royal LePage,v2,2025-04-06 12:48:58.428234,2025-04-20 12:48:58.428234,2025-04-27 12:48:58.428234,2025-04-11 12:48:58.428234,4453 Boulevard Québec,"4453 Boulevard Québec, QC",Québec,Laval,-77.01403817090758,48.94319265797768,564659,38988.0,59760.0,,419105.16195677145,176324.8193689353,595429.9813257067,6734,1813,7035,1743,4599,4577,2008,2007,11415.023294759943,Duplex,2,1,2,1,2,2,0,4,Non,Moderne,24012.0,True,Belle propriété duplex à Québec avec 2 chambres et 2 salles de bain.,https://example.com/images/property_44.jpg,https://example.com/images/property_44.jpg,['https://example.com/images/property_44.jpg'],"{'source': 'Royal LePage', 'extraction_date': '2025-04-06T12:48:58.428234', 'confidence': 0.9014524394444957}",2022
PROP_000045,https://example.com/property/45,RE/MAX,v2,2025-02-25 12:48:58.428255,2025-03-25 12:48:58.428255,2025-02-25 12:48:58.428255,2025-02-26 12:48:58.428255,1561 Boulevard Québec,"1561 Boulevard Québec, QC",Québec,Montérégie,-69.74929452778223,46.94133858042055,1698968,52896.0,70572.0,71508.0,1724090.8659084358,852531.3350376429,2576622.200946078,6831,3036,6531,2992,3791,3621,1968,1968,10754.457850114712,Triplex,2,1,3,2,1,1,0,3,Non,Moderne,,True,Belle propriété triplex à Québec avec 2 chambres et 3 salles de bain.,https://example.com/images/property_45.jpg,https://example.com/images/property_45.jpg,['https://example.com/images/property_45.jpg'],"{'source': 'RE/MAX', 'extraction_date': '2025-02-25T12:48:58.428255', 'confidence': 0.8709711361222978}",2019
PROP_000046,https://example.com/property/46,Centris,v1,2025-04-26 12:48:58.428276,2025-05-20 12:48:58.428276,2025-05-06 12:48:58.428276,2025-04-22 12:48:58.428276,7294 Rue Gatineau,"7294 Rue Gatineau, QC",Gatineau,Estrie,-63.68480720957581,50.3878607280997,1271278,72936.0,58212.0,50628.0,939350.3144465184,326311.4014036891,1265661.7158502075,5777,1867,6014,1819,4102,4056,2008,2008,7441.58416771296,Maison unifamiliale,2,2,2,1,1,1,0,1,Partiel,Contemporain,19008.0,False,Belle propriété maison unifamiliale à Gatineau avec 2 chambres et 2 salles de bain.,https://example.com/images/property_46.jpg,https://example.com/images/property_46.jpg,['https://example.com/images/property_46.jpg'],"{'source': 'Centris', 'extraction_date': '2025-04-26T12:48:58.428276', 'confidence': 0.9044599618022361}",2020
PROP_000047,https://example.com/property/47,Centris,v3,2025-05-22 12:48:58.428297,2025-05-28 12:48:58.428297,2025-06-04 12:48:58.428297,2025-05-27 12:48:58.428297,6022 Rue Sherbrooke,"6022 Rue Sherbrooke, QC",Sherbrooke,Montérégie,108.13296926847148,-1.5936003542357895,1241186,18240.0,,99804.0,1317821.9479663973,351838.1522172485,1669660.1001836455,4202,2399,3905,2467,2109,2080,1988,1988,4826.137939514476,Triplex,4,5,3,3,7,7,2,1,Non,Moderne,18528.0,False,Belle propriété triplex à Sherbrooke avec 4 chambres et 3 salles de bain.,https://example.com/images/property_47.jpg,https://example.com/images/property_47.jpg,['https://example.com/images/property_47.jpg'],"{'source': 'Centris', 'extraction_date': '2025-05-22T12:48:58.428297', 'confidence': 0.8034544355493558}",2021
PROP_000048,https://example.com/property/48,RE/MAX,v2,2024-12-14 12:48:58.428321,2025-01-01 12:48:58.428321,2024-12-26 12:48:58.428321,2024-12-17 12:48:58.428321,8153 Avenue Longueuil,"8153 Avenue Longueuil, QC",Longueuil,Capitale-Nationale,-70.64238756562939,45.90317233071654,1216232,83136.0,40740.0,97464.0,1060747.9431424178,324206.08011286065,1384954.0232552784,6592,3415,6276,3598,3124,3023,1984,1983,7214.025023480867,Condo,3,2,4,3,1,1,0,0,Non,Contemporain,16320.0,True,Belle propriété condo à Longueuil avec 3 chambres et 4 salles de bain.,https://example.com/images/property_48.jpg,https://example.com/images/property_48.jpg,['https://example.com/images/property_48.jpg'],"{'source': 'RE/MAX', 'extraction_date': '2024-12-14T12:48:58.428321', 'confidence': 0.9132890260484867}",2022
PROP_000049,https://example.com/property/49,Centris,v3,2025-02-11 12:48:58.428342,2025-02-23 12:48:58.428342,2025-02-16 12:48:58.428342,2025-02-10 12:48:58.428342,8950 Rue Sherbrooke,"8950 Rue Sherbrooke, QC",Sherbrooke,Capitale-Nationale,-60.43201543838536,57.47244892620906,1899716,34044.0,79008.0,,1504276.4741187016,500061.30336570274,2004337.7774844044,5996,3079,6380,3128,4635,4459,1955,1956,10669.303488722502,Condo,6,6,2,3,1,1,0,4,Oui,Moderne,23124.0,False,Belle propriété condo à Sherbrooke avec 6 chambres et 2 salles de bain.,https://example.com/images/property_49.jpg,https://example.com/images/property_49.jpg,['https://example.com/images/property_49.jpg'],"{'source': 'Centris', 'extraction_date': '2025-02-11T12:48:58.428342', 'confidence': 0.9942419990744437}",2018
PROP_000050,https://example.com/property/50,DuProprio,v1,2024-11-26 12:48:58.428362,2024-12-19 12:48:58.428362,2024-11-29 12:48:58.428362,2024-12-01 12:48:58.428362,8135 Boulevard Gatineau,"8135 Boulevard Gatineau, QC",Gatineau,Montérégie,-73.59543902614402,51.63933076855171,254140,,,,257009.13802891,49569.21183658754,306578.34986549756,4951,3448,5276,3631,3659,3633,2016,2014,7597.145493869109,Triplex,4,4,4,4,4,4,0,3,Partiel,Contemporain,12096.0,True,Belle propriété triplex à Gatineau avec 4 chambres et 4 salles de bain.,https://example.com/images/property_50.jpg,https://example.com/images/property_50.jpg,['https://example.com/images/property_50.jpg'],"{'source': 'DuProprio', 'extraction_date': '2024-11-26T12:48:58.428362', 'confidence': 0.8270312964276916}",2021
PROP_000051,https://example.com/property/51,DuProprio,v3,2025-01-21 12:48:58.428383,2025-02-07 12:48:58.428383,2025-01-27 12:48:58.428383,2025-01-22 12:48:58.428383,2431 Rue Laval,"2431 Rue Laval, QC",Laval,Laval,-61.09288866908529,52.99835675981003,1191878,,56940.0,63144.0,1345730.5786185267,494452.9762314633,1840183.55484999,7526,1608,7276,1757,4536,4679,2020,2020,12326.06930799492,Appartement,2,1,4,5,1,1,0,2,Oui,Traditionnel,13128.0,False,Belle propriété appartement à Laval avec 2 chambres et 4 salles de bain.,https://example.com/images/property_51.jpg,https://example.com/images/property_51.jpg,['https://example.com/images/property_51.jpg'],"{'source': 'DuProprio', 'extraction_date': '2025-01-21T12:48:58.428383', 'confidence': 0.9944563041732948}",2021
PROP_000052,https://example.com/property/52,Royal LePage,v1,2024-10-23 12:48:58.428404,2024-11-05 12:48:58.428404,2024-10-25 12:48:58.428404,2024-10-21 12:48:58.428404,9609 Boulevard Gatineau,"9609 Boulevard Gatineau, QC",Gatineau,Outaouais,-58.94237694792278,49.34482254707281,1160883,77100.0,66444.0,49056.0,1317006.7469000367,401117.26312662725,1718124.010026664,3870,3744,4173,3618,2231,2192,1967,1967,4257.102815430837,Duplex,2,3,1,1,2,2,2,1,Non,Contemporain,,True,Belle propriété duplex à Gatineau avec 2 chambres et 1 salles de bain.,https://example.com/images/property_52.jpg,https://example.com/images/property_52.jpg,['https://example.com/images/property_52.jpg'],"{'source': 'Royal LePage', 'extraction_date': '2024-10-23T12:48:58.428404', 'confidence': 0.8760038816696134}",2020
PROP_000053,https://example.com/property/53,Centris,v2,2025-05-11 12:48:58.428426,2025-05-25 12:48:58.428426,2025-05-30 12:48:58.428426,2025-05-10 12:48:58.428426,4178 Rue Sherbrooke,"4178 Rue Sherbrooke, QC",Sherbrooke,Outaouais,-62.30236285610818,49.567456196291104,1911784,25884.0,43092.0,103524.0,1496904.0644076671,905780.088029826,2402684.152437493,2605,2118,2161,1928,2710,2569,1970,1968,6669.676083689375,Condo,2,2,1,2,1,1,0,4,Non,Moderne,17004.0,True,Belle propriété condo à Sherbrooke avec 2 chambres et 1 salles de bain.,https://example.com/images/property_53.jpg,https://example.com/images/property_53.jpg,['https://example.com/images/property_53.jpg'],"{'source': 'Centris', 'extraction_date': '2025-05-11T12:48:58.428426', 'confidence': 0.8384090888257055}",2020
PROP_000054,https://example.com/property/54,DuProprio,v1,2025-04-13 12:48:58.428447,2025-05-07 12:48:58.428447,2025-04-14 12:48:58.428447,2025-04-16 12:48:58.428447,4236 Boulevard Gatineau,"4236 Boulevard Gatineau, QC",Gatineau,Outaouais,-74.55203674334552,45.87610208932216,898745,65616.0,,,1025856.6390615156,438034.6484101642,1463891.2874716795,6176,3823,6023,3915,2976,3107,1992,1990,7908.506772070675,Appartement,4,3,3,3,1,1,0,1,Non,Traditionnel,,True,Belle propriété appartement à Gatineau avec 4 chambres et 3 salles de bain.,https://example.com/images/property_54.jpg,https://example.com/images/property_54.jpg,['https://example.com/images/property_54.jpg'],"{'source': 'DuProprio', 'extraction_date': '2025-04-13T12:48:58.428447', 'confidence': 0.8268646292771545}",2020
PROP_000055,https://example.com/property/55,DuProprio,v2,2024-11-25 12:48:58.428467,2024-12-20 12:48:58.428467,2024-12-17 12:48:58.428467,2024-11-20 12:48:58.428467,3248 Avenue Longueuil,"3248 Avenue Longueuil, QC",Longueuil,Capitale-Nationale,-70.7144884848595,48.763417601939246,1642929,63528.0,83328.0,,1288348.6491245674,462675.9861914608,1751024.6353160285,5521,1171,5771,1220,1408,1568,2000,2001,3703.179895740925,Appartement,1,0,1,1,1,1,2,2,Oui,Traditionnel,31764.0,True,Belle propriété appartement à Longueuil avec 1 chambres et 1 salles de bain.,https://example.com/images/property_55.jpg,https://example.com/images/property_55.jpg,['https://example.com/images/property_55.jpg'],"{'source': 'DuProprio', 'extraction_date': '2024-11-25T12:48:58.428467', 'confidence': 0.9318753987331497}",2020
PROP_000056,https://example.com/property/56,Royal LePage,v3,2024-11-18 12:48:58.428488,2024-11-27 12:48:58.428488,2024-12-18 12:48:58.428488,2024-11-17 12:48:58.428488,6783 Boulevard Laval,"6783 Boulevard Laval, QC",Laval,Laval,-65.68156284454685,47.37326678824032,1038928,28668.0,88032.0,55920.0,1296692.1076969826,300995.394045226,1597687.5017422086,5401,3989,5384,3895,3687,3563,1990,1991,10648.283161898997,Duplex,4,3,2,2,4,4,1,4,Partiel,Victorian,,True,Belle propriété duplex à Laval avec 4 chambres et 2 salles de bain.,https://example.com/images/property_56.jpg,https://example.com/images/property_56.jpg,['https://example.com/images/property_56.jpg'],"{'source': 'Royal LePage', 'extraction_date': '2024-11-18T12:48:58.428488', 'confidence': 0.9173993288014463}",2023
PROP_000057,https://example.com/property/57,Royal LePage,v2,2025-01-08 12:48:58.428509,2025-01-15 12:48:58.428509,2025-01-16 12:48:58.428509,2025-01-12 12:48:58.428509,825 Rue Québec,"825 Rue Québec, QC",Québec,Montérégie,-68.86970786187936,59.99487118821282,1190097,53040.0,48708.0,,985863.602908832,519852.931822916,1505716.534731748,6424,3177,6676,3362,3563,3618,1997,1995,8215.383368567253,Condo,4,4,3,2,1,1,0,1,Partiel,Contemporain,22200.0,False,Belle propriété condo à Québec avec 4 chambres et 3 salles de bain.,https://example.com/images/property_57.jpg,https://example.com/images/property_57.jpg,['https://example.com/images/property_57.jpg'],"{'source': 'Royal LePage', 'extraction_date': '2025-01-08T12:48:58.428509', 'confidence': 0.9384475318649839}",2022
PROP_000058,https://example.com/property/58,Royal LePage,v1,2025-08-06 12:48:58.428530,2025-08-29 12:48:58.428530,2025-08-30 12:48:58.428530,2025-08-10 12:48:58.428530,9625 Avenue Sherbrooke,"9625 Avenue Sherbrooke, QC",Sherbrooke,Capitale-Nationale,-74.37424695656351,56.63188528562462,673126,94668.0,52656.0,59424.0,608357.2660778785,249311.97228209997,857669.2383599785,4996,2937,4812,2785,2149,2195,2021,2019,4482.614592799875,Triplex,3,4,3,4,1,1,1,3,Oui,Traditionnel,23388.0,False,Belle propriété triplex à Sherbrooke avec 3 chambres et 3 salles de bain.,https://example.com/images/property_58.jpg,https://example.com/images/property_58.jpg,['https://example.com/images/property_58.jpg'],"{'source': 'Royal LePage', 'extraction_date': '2025-08-06T12:48:58.428530', 'confidence': 0.9179665950928984}",2018
PROP_000059,https://example.com/property/59,DuProprio,v3,2024-09-10 12:48:58.428553,2024-10-04 12:48:58.428553,2024-09-26 12:48:58.428553,2024-09-12 12:48:58.428553,5981 Rue Laval,"5981 Rue Laval, QC",Laval,Capitale-Nationale,-72.10102853149832,52.15146355018472,1712718,43824.0,,48972.0,1637913.796948575,374664.8110387919,2012578.6079873668,6859,3635,7015,3675,1683,1616,2023,2025,2712.785025646104,Appartement,6,5,1,1,1,1,0,2,Oui,Moderne,10740.0,False,Belle propriété appartement à Laval avec 6 chambres et 1 salles de bain.,https://example.com/images/property_59.jpg,https://example.com/images/property_59.jpg,['https://example.com/images/property_59.jpg'],"{'source': 'DuProprio', 'extraction_date': '2024-09-10T12:48:58.428553', 'confidence': 0.815842340906042}",2023
PROP_000060,https://example.com/property/60,Royal LePage,v3,2025-03-01 12:48:58.428574,2025-03-10 12:48:58.428574,2025-03-04 12:48:58.428574,2025-02-26 12:48:58.428574,4937 Boulevard Montréal,"4937 Boulevard Montréal, QC",Montréal,Capitale-Nationale,-56.243037367628006,54.208178567899786,1745465,58428.0,44820.0,,1474990.2687623086,503751.3463111851,1978741.6150734937,7849,2233,7980,2067,818,627,2003,2003,2333.561638526371,Triplex,3,4,2,2,6,6,0,3,Partiel,Victorian,21336.0,False,Belle propriété triplex à Montréal avec 3 chambres et 2 salles de bain.,https://example.com/images/property_60.jpg,https://example.com/images/property_60.jpg,['https://example.com/images/property_60.jpg'],"{'source': 'Royal LePage', 'extraction_date': '2025-03-01T12:48:58.428574', 'confidence': 0.8583595323369679}",2021
PROP_000061,https://example.com/property/61,Royal LePage,v1,2024-10-26 12:48:58.428595,2024-11-23 12:48:58.428595,2024-10-28 12:48:58.428595,2024-10-27 12:48:58.428595,8517 Rue Gatineau,"8517 Rue Gatineau, QC",Gatineau,Capitale-Nationale,-68.36619670791056,52.45811423086636,1067377,66984.0,,,1028937.823202847,344682.75167424505,1373620.574877092,6570,2047,6858,2155,2135,2228,1977,1976,5923.826910654796,Duplex,1,2,3,4,7,7,0,2,Non,Contemporain,19860.0,False,Belle propriété duplex à Gatineau avec 1 chambres et 3 salles de bain.,https://example.com/images/property_61.jpg,https://example.com/images/property_61.jpg,['https://example.com/images/property_61.jpg'],"{'source': 'Royal LePage', 'extraction_date': '2024-10-26T12:48:58.428595', 'confidence': 0.8772770592499141}",2024
PROP_000062,https://example.com/property/62,DuProprio,v2,2025-06-10 12:48:58.428615,2025-07-01 12:48:58.428615,2025-06-22 12:48:58.428615,2025-06-06 12:48:58.428615,9367 Rue Montréal,"9367 Rue Montréal, QC",Montréal,Outaouais,-74.83420922461434,56.65613558489559,1015747,83604.0,111468.0,,1302315.8076264835,496920.1696993499,1799235.9773258334,6437,2731,6578,2660,1799,1841,2023,2025,4214.921702796068,Appartement,5,6,4,3,1,1,0,1,Oui,Victorian,26976.0,False,Belle propriété appartement à Montréal avec 5 chambres et 4 salles de bain.,https://example.com/images/property_62.jpg,https://example.com/images/property_62.jpg,['https://example.com/images/property_62.jpg'],"{'source': 'DuProprio', 'extraction_date': '2025-06-10T12:48:58.428615', 'confidence': 0.8767312390140543}",2023
PROP_000063,https://example.com/property/63,DuProprio,v2,2025-03-01 12:48:58.428637,2025-03-29 12:48:58.428637,2025-03-04 12:48:58.428637,2025-03-04 12:48:58.428637,8041 Rue Gatineau,"8041 Rue Gatineau, QC",Gatineau,Montérégie,-58.45658484730816,47.48945139763541,678762,67932.0,52200.0,36744.0,644651.8725081367,241647.1043275621,886298.9768356987,4261,3126,4447,3124,3866,3795,1962,1960,8764.72893800923,Condo,3,4,3,3,1,1,0,2,Partiel,Contemporain,10020.0,True,Belle propriété condo à Gatineau avec 3 chambres et 3 salles de bain.,https://example.com/images/property_63.jpg,https://example.com/images/property_63.jpg,['https://example.com/images/property_63.jpg'],"{'source': 'DuProprio', 'extraction_date': '2025-03-01T12:48:58.428637', 'confidence': 0.9178261843560919}",2020
PROP_000064,https://example.com/property/64,DuProprio,v2,2025-04-02 12:48:58.428658,2025-04-04 12:48:58.428658,2025-05-01 12:48:58.428658,2025-04-07 12:48:58.428658,9254 Boulevard Laval,"9254 Boulevard Laval, QC",Laval,Laval,-73.73106176136986,57.98748846249084,863725,61824.0,118752.0,78552.0,636619.7695967209,363626.4810961892,1000246.25069291,2807,1596,2331,1465,2402,2222,1987,1985,6199.421881199721,Duplex,2,1,4,3,5,5,0,1,Partiel,Victorian,7920.0,True,Belle propriété duplex à Laval avec 2 chambres et 4 salles de bain.,https://example.com/images/property_64.jpg,https://example.com/images/property_64.jpg,['https://example.com/images/property_64.jpg'],"{'source': 'DuProprio', 'extraction_date': '2025-04-02T12:48:58.428658', 'confidence': 0.9086109794341477}",2023
PROP_000065,https://example.com/property/65,Royal LePage,v2,2024-11-17 12:48:58.428680,2024-12-12 12:48:58.428680,2024-12-04 12:48:58.428680,2024-11-17 12:48:58.428680,3703 Boulevard Laval,"3703 Boulevard Laval, QC",Laval,Outaouais,-74.70102433863974,48.48236843758691,1602722,61620.0,69420.0,,1833148.8077772155,356439.74884925404,2189588.55662647,4029,3353,3920,3490,4304,4238,1988,1990,10751.957709388564,Maison unifamiliale,4,4,1,0,1,1,0,2,Partiel,Traditionnel,7140.0,True,Belle propriété maison unifamiliale à Laval avec 4 chambres et 1 salles de bain.,https://example.com/images/property_65.jpg,https://example.com/images/property_65.jpg,['https://example.com/images/property_65.jpg'],"{'source': 'Royal LePage', 'extraction_date': '2024-11-17T12:48:58.428680', 'confidence': 0.8740240878637622}",2019
PROP_000066,https://example.com/property/66,Centris,v2,2025-02-27 12:48:58.428700,2025-03-14 12:48:58.428700,2025-03-09 12:48:58.428700,2025-02-24 12:48:58.428700,8677 Avenue Gatineau,"8677 Avenue Gatineau, QC",Gatineau,Estrie,-70.78471734293949,47.25426546380221,1276789,,,,1284233.0126693796,468427.0304522308,1752660.0431216103,5174,2322,5173,2201,1000,929,1994,1994,2062.522642036032,Maison unifamiliale,6,7,3,2,1,1,0,4,Partiel,Moderne,,True,Belle propriété maison unifamiliale à Gatineau avec 6 chambres et 3 salles de bain.,https://example.com/images/property_66.jpg,https://example.com/images/property_66.jpg,['https://example.com/images/property_66.jpg'],"{'source': 'Centris', 'extraction_date': '2025-02-27T12:48:58.428700', 'confidence': 0.8296974226358808}",2018
